plate_id,well_id,drug_name,concentration_um,is_control,total_points,baseline_points,baseline_duration_hours,baseline_type,low_points,high_noise,sensor_drift,baseline_unstable,mean_o2,std_o2,cv_o2,baseline_mean,baseline_std
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_4,Ctrl,0.0,True,3,3,1.4,first_48h,True,False,False,False,74.86667,2.6576922,0.035499003,74.86666870117188,2.6576921939849854
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_5,Ctrl,0.0,True,1,0,0.0,first_48h,True,False,False,False,85.3,,,,
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_6,Ctrl,0.0,True,127,61,43.53333333333333,first_48h,False,False,True,False,79.539764,5.728335,0.072018504,73.86803436279297,2.2380056381225586
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_9,Ctrl,0.0,True,15,15,19.216666666666665,first_48h,True,False,False,False,75.956665,2.7937338,0.03678063,75.9566650390625,2.793733835220337
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_10,Ctrl,0.0,True,46,44,42.849999999999994,first_48h,True,False,False,False,77.94891,3.2609212,0.041834082,77.87386322021484,3.302192211151123
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_11,Ctrl,0.0,True,1,0,0.0,first_48h,True,False,False,False,91.4,,,,
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_27,Ctrl,0.0,True,3,3,1.4,first_48h,True,False,False,False,71.23333,2.2030296,0.03092695,71.23332977294922,2.2030296325683594
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_29,Ctrl,0.0,True,23,23,15.6,first_48h,True,False,False,False,64.57392,2.838729,0.043960918,64.57392120361328,2.838728904724121
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_30,Ctrl,0.0,True,125,61,43.550000000000004,first_48h,False,False,True,False,77.7368,8.230605,0.10587785,70.62213134765625,3.9340028762817383
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_33,Ctrl,0.0,True,2,2,0.7333333333333343,first_48h,True,False,False,False,75.2,3.8183777,0.050776303,75.19999694824219,3.818377733230591
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_34,Ctrl,0.0,True,60,60,42.85,first_48h,True,False,True,False,69.495,3.2376325,0.04658799,69.49500274658203,3.2376325130462646
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_49,Ctrl,0.0,True,83,22,32.63333333333333,first_48h,True,False,True,False,83.71807,5.238289,0.06257059,76.68637084960938,3.749037504196167
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_50,Ctrl,0.0,True,56,0,0.0,first_48h,True,False,False,False,82.01607,1.2485301,0.015222995,,
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_51,Ctrl,0.0,True,8,8,5.616666666666667,first_48h,True,False,False,False,73.39375,2.2377353,0.030489452,73.39375305175781,2.2377352714538574
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_52,Ctrl,0.0,True,1,0,0.0,first_48h,True,False,False,False,69.4,,,,
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_55,Ctrl,0.0,True,64,61,43.53333333333333,first_48h,True,False,True,False,77.14844,3.01462,0.039075583,77.02459716796875,3.0324716567993164
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_56,Ctrl,0.0,True,1,1,0.0,first_48h,True,False,False,False,64.1,,,64.0999984741211,
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_57,Ctrl,0.0,True,26,2,0.7,first_48h,True,False,False,False,86.28846,3.6790562,0.04263671,78.94999694824219,0.9192355871200562
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_58,Ctrl,0.0,True,47,14,20.466666666666665,first_48h,True,False,False,False,85.95744,3.5449288,0.04124051,82.44285583496094,2.40503191947937
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_59,Ctrl,0.0,True,12,12,11.3,first_48h,True,False,False,False,78.354164,3.3548775,0.042816836,78.35416412353516,3.354877471923828
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_60,Ctrl,0.0,True,132,61,43.55,first_48h,False,False,True,False,84.06704,5.147065,0.061225723,79.09918212890625,2.4188923835754395
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_73,Ctrl,0.0,True,61,61,43.53333333333333,first_48h,True,False,True,False,72.94754,3.5506625,0.048674192,72.94754028320312,3.5506625175476074
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_74,Ctrl,0.0,True,42,42,29.433333333333334,first_48h,True,False,False,False,68.34524,4.944901,0.0723518,68.3452377319336,4.944900989532471
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_75,Ctrl,0.0,True,62,59,43.55,first_48h,True,False,True,False,65.47258,3.8082383,0.05816539,65.1152572631836,3.541517972946167
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_76,Ctrl,0.0,True,48,48,43.55,first_48h,True,False,False,False,70.25833,3.987205,0.056750637,70.25833129882812,3.9872050285339355
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_77,Ctrl,0.0,True,55,44,42.8,first_48h,True,False,False,False,78.74909,4.4742827,0.056816943,76.98636627197266,2.444983720779419
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_78,Ctrl,0.0,True,1,0,0.0,first_48h,True,False,False,False,89.8,,,,
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_79,Ctrl,0.0,True,69,61,43.55,first_48h,True,False,True,False,62.192028,5.298464,0.08519523,60.8049201965332,3.6362838745117188
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_80,Ctrl,0.0,True,64,61,43.55,first_48h,True,False,True,False,69.6875,4.5652156,0.06550982,69.47376251220703,4.563155174255371
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_82,Ctrl,0.0,True,1,0,0.0,first_48h,True,False,False,False,87.2,,,,
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_83,Ctrl,0.0,True,105,39,27.93333333333333,first_48h,False,False,False,False,72.62428,4.2612634,0.05867546,68.94872283935547,2.306269407272339
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_84,Ctrl,0.0,True,29,29,33.900000000000006,first_48h,True,False,False,False,78.23104,4.251541,0.05434596,78.23104095458984,4.2515411376953125
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_98,Ctrl,0.0,True,33,33,28.650000000000002,first_48h,True,False,False,False,82.88788,2.7549684,0.03323729,82.88787841796875,2.7549684047698975
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_99,Ctrl,0.0,True,127,61,43.550000000000004,first_48h,False,False,False,False,89.512215,1.9051799,0.021284021,88.59671783447266,2.129863977432251
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_101,Ctrl,0.0,True,41,37,43.550000000000004,first_48h,True,False,False,False,80.41097,4.2857246,0.053297758,79.75540924072266,3.9779913425445557
1eb0cb6f-8f91-4558-ba25-167688f2b4af,1eb0cb6f-8f91-4558-ba25-167688f2b4af_102,Ctrl,0.0,True,5,5,2.8000000000000003,first_48h,True,False,False,False,73.05,1.7417651,0.023843464,73.05000305175781,1.7417651414871216
